2025-06-13 09:45:55 | INFO |p_comm | MainThread |  main_comm : main_comm:44 | ------------------------------comm_start------------------------------
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-22.64021390584449", "index": 6}
2025-06-13 09:46:39 | INFO |p_comm | Thread-7 |  communication.communication_com : communication_com:305 | receive串口COM9接收数据: {"data": "38.11931103812884", "index": 3}
2025-06-13 09:46:39 | INFO |p_comm | Thread-1 |  communication.communication_com : communication_com:305 | receive串口COM2接收数据: {"data": "50.90130261493286", "index": 0}
2025-06-13 09:46:39 | INFO |p_comm | Thread-9 |  communication.communication_com : communication_com:305 | receive串口COM11接收数据: {"data": "-24.52280108251415", "index": 4}
2025-06-13 09:46:39 | INFO |p_comm | Thread-5 |  communication.communication_com : communication_com:305 | receive串口COM7接收数据: {"data": "-41.359103978808335", "index": 2}
2025-06-13 09:46:39 | INFO |p_comm | Thread-15 |  communication.communication_com : communication_com:305 | receive串口COM17接收数据: {"data": "61.96938736987974", "index": 7}
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM15/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "12.441770949260928", "index": 5}
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM13/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "95.4909539758658", "index": 1}
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM3/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "38.11931103812884", "index": 3}
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM9/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "50.90130261493286", "index": 0}
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM2/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-24.52280108251415", "index": 4}
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM11/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-41.359103978808335", "index": 2}
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM7/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "61.96938736987974", "index": 7}
2025-06-13 09:46:39 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM17/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:40 | INFO |p_comm | Thread-12 |  communication.communication_com : communication_com:277 | send串口COM12发送数据: {"data": "18.400175746371985", "index": 5}
2025-06-13 09:46:40 | INFO |p_comm | Thread-4 |  communication.communication_com : communication_com:277 | send串口COM5发送数据: {"data": "63.240722291296294", "index": 1}
2025-06-13 09:46:40 | INFO |p_comm | Thread-14 |  communication.communication_com : communication_com:277 | send串口COM14发送数据: {"data": "-31.591171064719646", "index": 6}
2025-06-13 09:46:40 | INFO |p_comm | Thread-10 |  communication.communication_com : communication_com:277 | send串口COM10发送数据: {"data": "-72.65873200386594", "index": 4}
2025-06-13 09:46:40 | INFO |p_comm | Thread-6 |  communication.communication_com : communication_com:277 | send串口COM6发送数据: {"data": "12.783228414264286", "index": 2}
2025-06-13 09:46:40 | INFO |p_comm | Thread-16 |  communication.communication_com : communication_com:277 | send串口COM16发送数据: {"data": "49.059236093113896", "index": 7}
2025-06-13 09:46:40 | INFO |p_comm | Thread-8 |  communication.communication_com : communication_com:277 | send串口COM8发送数据: {"data": "53.46737155867399", "index": 3}
2025-06-13 09:46:40 | INFO |p_comm | Thread-2 |  communication.communication_com : communication_com:277 | send串口COM1发送数据: {"data": "-4.161364287843767", "index": 0}
2025-06-13 09:46:40 | INFO |p_comm | Thread-11 |  communication.communication_com : communication_com:305 | receive串口COM13接收数据: {"data": "18.400175746371985", "index": 5}
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "18.400175746371985", "index": 5}
2025-06-13 09:46:40 | INFO |p_comm | Thread-3 |  communication.communication_com : communication_com:305 | receive串口COM3接收数据: {"data": "63.240722291296294", "index": 1}
2025-06-13 09:46:40 | INFO |p_comm | Thread-13 |  communication.communication_com : communication_com:305 | receive串口COM15接收数据: {"data": "-31.591171064719646", "index": 6}
2025-06-13 09:46:40 | INFO |p_comm | Thread-9 |  communication.communication_com : communication_com:305 | receive串口COM11接收数据: {"data": "-72.65873200386594", "index": 4}
2025-06-13 09:46:40 | INFO |p_comm | Thread-5 |  communication.communication_com : communication_com:305 | receive串口COM7接收数据: {"data": "12.783228414264286", "index": 2}
2025-06-13 09:46:40 | INFO |p_comm | Thread-15 |  communication.communication_com : communication_com:305 | receive串口COM17接收数据: {"data": "49.059236093113896", "index": 7}
2025-06-13 09:46:40 | INFO |p_comm | Thread-7 |  communication.communication_com : communication_com:305 | receive串口COM9接收数据: {"data": "53.46737155867399", "index": 3}
2025-06-13 09:46:40 | INFO |p_comm | Thread-1 |  communication.communication_com : communication_com:305 | receive串口COM2接收数据: {"data": "-4.161364287843767", "index": 0}
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM13/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "63.240722291296294", "index": 1}
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM3/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-31.591171064719646", "index": 6}
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM15/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-72.65873200386594", "index": 4}
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM11/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "12.783228414264286", "index": 2}
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM7/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "49.059236093113896", "index": 7}
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM17/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "53.46737155867399", "index": 3}
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM9/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-4.161364287843767", "index": 0}
2025-06-13 09:46:40 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM2/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:41 | INFO |p_comm | Thread-12 |  communication.communication_com : communication_com:277 | send串口COM12发送数据: {"data": "98.13676307136191", "index": 5}
2025-06-13 09:46:41 | INFO |p_comm | Thread-4 |  communication.communication_com : communication_com:277 | send串口COM5发送数据: {"data": "-38.59548787839926", "index": 1}
2025-06-13 09:46:41 | INFO |p_comm | Thread-16 |  communication.communication_com : communication_com:277 | send串口COM16发送数据: {"data": "-90.04260168927796", "index": 7}
2025-06-13 09:46:41 | INFO |p_comm | Thread-6 |  communication.communication_com : communication_com:277 | send串口COM6发送数据: {"data": "14.984478606998678", "index": 2}
2025-06-13 09:46:41 | INFO |p_comm | Thread-2 |  communication.communication_com : communication_com:277 | send串口COM1发送数据: {"data": "-99.79365565563123", "index": 0}
2025-06-13 09:46:41 | INFO |p_comm | Thread-14 |  communication.communication_com : communication_com:277 | send串口COM14发送数据: {"data": "-37.40130532302941", "index": 6}
2025-06-13 09:46:41 | INFO |p_comm | Thread-10 |  communication.communication_com : communication_com:277 | send串口COM10发送数据: {"data": "-90.17187743710453", "index": 4}
2025-06-13 09:46:41 | INFO |p_comm | Thread-8 |  communication.communication_com : communication_com:277 | send串口COM8发送数据: {"data": "-36.169516617462264", "index": 3}
2025-06-13 09:46:41 | INFO |p_comm | Thread-11 |  communication.communication_com : communication_com:305 | receive串口COM13接收数据: {"data": "98.13676307136191", "index": 5}
2025-06-13 09:46:41 | INFO |p_comm | Thread-3 |  communication.communication_com : communication_com:305 | receive串口COM3接收数据: {"data": "-38.59548787839926", "index": 1}
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "98.13676307136191", "index": 5}
2025-06-13 09:46:41 | INFO |p_comm | Thread-15 |  communication.communication_com : communication_com:305 | receive串口COM17接收数据: {"data": "-90.04260168927796", "index": 7}
2025-06-13 09:46:41 | INFO |p_comm | Thread-5 |  communication.communication_com : communication_com:305 | receive串口COM7接收数据: {"data": "14.984478606998678", "index": 2}
2025-06-13 09:46:41 | INFO |p_comm | Thread-13 |  communication.communication_com : communication_com:305 | receive串口COM15接收数据: {"data": "-37.40130532302941", "index": 6}
2025-06-13 09:46:41 | INFO |p_comm | Thread-9 |  communication.communication_com : communication_com:305 | receive串口COM11接收数据: {"data": "-90.17187743710453", "index": 4}
2025-06-13 09:46:41 | INFO |p_comm | Thread-1 |  communication.communication_com : communication_com:305 | receive串口COM2接收数据: {"data": "-99.79365565563123", "index": 0}
2025-06-13 09:46:41 | INFO |p_comm | Thread-7 |  communication.communication_com : communication_com:305 | receive串口COM9接收数据: {"data": "-36.169516617462264", "index": 3}
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM13/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-38.59548787839926", "index": 1}
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM3/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-90.04260168927796", "index": 7}
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM17/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "14.984478606998678", "index": 2}
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM7/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-37.40130532302941", "index": 6}
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM15/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-90.17187743710453", "index": 4}
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM11/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-99.79365565563123", "index": 0}
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM2/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-36.169516617462264", "index": 3}
2025-06-13 09:46:41 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM9/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:42 | INFO |p_comm | Thread-12 |  communication.communication_com : communication_com:277 | send串口COM12发送数据: {"data": "-50.32861169013634", "index": 5}
2025-06-13 09:46:42 | INFO |p_comm | Thread-4 |  communication.communication_com : communication_com:277 | send串口COM5发送数据: {"data": "-20.976475988010407", "index": 1}
2025-06-13 09:46:42 | INFO |p_comm | Thread-8 |  communication.communication_com : communication_com:277 | send串口COM8发送数据: {"data": "66.31366341712115", "index": 3}
2025-06-13 09:46:42 | INFO |p_comm | Thread-14 |  communication.communication_com : communication_com:277 | send串口COM14发送数据: {"data": "7.506948310952623", "index": 6}
2025-06-13 09:46:42 | INFO |p_comm | Thread-6 |  communication.communication_com : communication_com:277 | send串口COM6发送数据: {"data": "-67.49733586004098", "index": 2}
2025-06-13 09:46:42 | INFO |p_comm | Thread-16 |  communication.communication_com : communication_com:277 | send串口COM16发送数据: {"data": "81.74717108392315", "index": 7}
2025-06-13 09:46:42 | INFO |p_comm | Thread-2 |  communication.communication_com : communication_com:277 | send串口COM1发送数据: {"data": "19.87473939940783", "index": 0}
2025-06-13 09:46:42 | INFO |p_comm | Thread-10 |  communication.communication_com : communication_com:277 | send串口COM10发送数据: {"data": "-87.35004212130121", "index": 4}
2025-06-13 09:46:42 | INFO |p_comm | Thread-11 |  communication.communication_com : communication_com:305 | receive串口COM13接收数据: {"data": "-50.32861169013634", "index": 5}
2025-06-13 09:46:42 | INFO |p_comm | Thread-7 |  communication.communication_com : communication_com:305 | receive串口COM9接收数据: {"data": "66.31366341712115", "index": 3}
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-50.32861169013634", "index": 5}
2025-06-13 09:46:42 | INFO |p_comm | Thread-13 |  communication.communication_com : communication_com:305 | receive串口COM15接收数据: {"data": "7.506948310952623", "index": 6}
2025-06-13 09:46:42 | INFO |p_comm | Thread-3 |  communication.communication_com : communication_com:305 | receive串口COM3接收数据: {"data": "-20.976475988010407", "index": 1}
2025-06-13 09:46:42 | INFO |p_comm | Thread-5 |  communication.communication_com : communication_com:305 | receive串口COM7接收数据: {"data": "-67.49733586004098", "index": 2}
2025-06-13 09:46:42 | INFO |p_comm | Thread-15 |  communication.communication_com : communication_com:305 | receive串口COM17接收数据: {"data": "81.74717108392315", "index": 7}
2025-06-13 09:46:42 | INFO |p_comm | Thread-1 |  communication.communication_com : communication_com:305 | receive串口COM2接收数据: {"data": "19.87473939940783", "index": 0}
2025-06-13 09:46:42 | INFO |p_comm | Thread-9 |  communication.communication_com : communication_com:305 | receive串口COM11接收数据: {"data": "-87.35004212130121", "index": 4}
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM13/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "66.31366341712115", "index": 3}
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM9/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "7.506948310952623", "index": 6}
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM15/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-20.976475988010407", "index": 1}
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM3/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-67.49733586004098", "index": 2}
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM7/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "81.74717108392315", "index": 7}
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM17/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "19.87473939940783", "index": 0}
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM2/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-87.35004212130121", "index": 4}
2025-06-13 09:46:42 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM11/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:43 | INFO |p_comm | Thread-12 |  communication.communication_com : communication_com:277 | send串口COM12发送数据: {"data": "-32.69693078225495", "index": 5}
2025-06-13 09:46:43 | INFO |p_comm | Thread-14 |  communication.communication_com : communication_com:277 | send串口COM14发送数据: {"data": "62.56023667400592", "index": 6}
2025-06-13 09:46:43 | INFO |p_comm | Thread-2 |  communication.communication_com : communication_com:277 | send串口COM1发送数据: {"data": "8.235842533116227", "index": 0}
2025-06-13 09:46:43 | INFO |p_comm | Thread-6 |  communication.communication_com : communication_com:277 | send串口COM6发送数据: {"data": "27.616518143488335", "index": 2}
2025-06-13 09:46:43 | INFO |p_comm | Thread-16 |  communication.communication_com : communication_com:277 | send串口COM16发送数据: {"data": "-91.0125787989934", "index": 7}
2025-06-13 09:46:43 | INFO |p_comm | Thread-8 |  communication.communication_com : communication_com:277 | send串口COM8发送数据: {"data": "-93.56369023702852", "index": 3}
2025-06-13 09:46:43 | INFO |p_comm | Thread-10 |  communication.communication_com : communication_com:277 | send串口COM10发送数据: {"data": "31.8794712709105", "index": 4}
2025-06-13 09:46:43 | INFO |p_comm | Thread-4 |  communication.communication_com : communication_com:277 | send串口COM5发送数据: {"data": "61.3144814757801", "index": 1}
2025-06-13 09:46:43 | INFO |p_comm | Thread-13 |  communication.communication_com : communication_com:305 | receive串口COM15接收数据: {"data": "62.56023667400592", "index": 6}
2025-06-13 09:46:43 | INFO |p_comm | Thread-1 |  communication.communication_com : communication_com:305 | receive串口COM2接收数据: {"data": "8.235842533116227", "index": 0}
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "62.56023667400592", "index": 6}
2025-06-13 09:46:43 | INFO |p_comm | Thread-11 |  communication.communication_com : communication_com:305 | receive串口COM13接收数据: {"data": "-32.69693078225495", "index": 5}
2025-06-13 09:46:43 | INFO |p_comm | Thread-5 |  communication.communication_com : communication_com:305 | receive串口COM7接收数据: {"data": "27.616518143488335", "index": 2}
2025-06-13 09:46:43 | INFO |p_comm | Thread-15 |  communication.communication_com : communication_com:305 | receive串口COM17接收数据: {"data": "-91.0125787989934", "index": 7}
2025-06-13 09:46:43 | INFO |p_comm | Thread-7 |  communication.communication_com : communication_com:305 | receive串口COM9接收数据: {"data": "-93.56369023702852", "index": 3}
2025-06-13 09:46:43 | INFO |p_comm | Thread-9 |  communication.communication_com : communication_com:305 | receive串口COM11接收数据: {"data": "31.8794712709105", "index": 4}
2025-06-13 09:46:43 | INFO |p_comm | Thread-3 |  communication.communication_com : communication_com:305 | receive串口COM3接收数据: {"data": "61.3144814757801", "index": 1}
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM15/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "8.235842533116227", "index": 0}
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM2/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-32.69693078225495", "index": 5}
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM13/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "27.616518143488335", "index": 2}
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM7/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-91.0125787989934", "index": 7}
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM17/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-93.56369023702852", "index": 3}
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM9/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "31.8794712709105", "index": 4}
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM11/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "61.3144814757801", "index": 1}
2025-06-13 09:46:43 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM3/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:44 | INFO |p_comm | Thread-12 |  communication.communication_com : communication_com:277 | send串口COM12发送数据: {"data": "-9.110238263821373", "index": 5}
2025-06-13 09:46:44 | INFO |p_comm | Thread-14 |  communication.communication_com : communication_com:277 | send串口COM14发送数据: {"data": "78.79380045743227", "index": 6}
2025-06-13 09:46:44 | INFO |p_comm | Thread-16 |  communication.communication_com : communication_com:277 | send串口COM16发送数据: {"data": "-19.928080356007257", "index": 7}
2025-06-13 09:46:44 | INFO |p_comm | Thread-10 |  communication.communication_com : communication_com:277 | send串口COM10发送数据: {"data": "58.23643256829686", "index": 4}
2025-06-13 09:46:44 | INFO |p_comm | Thread-8 |  communication.communication_com : communication_com:277 | send串口COM8发送数据: {"data": "-28.4839851434118", "index": 3}
2025-06-13 09:46:44 | INFO |p_comm | Thread-4 |  communication.communication_com : communication_com:277 | send串口COM5发送数据: {"data": "21.937535298825225", "index": 1}
2025-06-13 09:46:44 | INFO |p_comm | Thread-6 |  communication.communication_com : communication_com:277 | send串口COM6发送数据: {"data": "-83.79740876263541", "index": 2}
2025-06-13 09:46:44 | INFO |p_comm | Thread-2 |  communication.communication_com : communication_com:277 | send串口COM1发送数据: {"data": "-59.58827647618272", "index": 0}
2025-06-13 09:46:44 | INFO |p_comm | Thread-15 |  communication.communication_com : communication_com:305 | receive串口COM17接收数据: {"data": "-19.928080356007257", "index": 7}
2025-06-13 09:46:44 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-19.928080356007257", "index": 7}
2025-06-13 09:46:44 | INFO |p_comm | Thread-13 |  communication.communication_com : communication_com:305 | receive串口COM15接收数据: {"data": "78.79380045743227", "index": 6}
2025-06-13 09:46:44 | INFO |p_comm | Thread-11 |  communication.communication_com : communication_com:305 | receive串口COM13接收数据: {"data": "-9.110238263821373", "index": 5}
2025-06-13 09:46:44 | INFO |p_comm | Thread-9 |  communication.communication_com : communication_com:305 | receive串口COM11接收数据: {"data": "58.23643256829686", "index": 4}
2025-06-13 09:46:44 | INFO |p_comm | Thread-3 |  communication.communication_com : communication_com:305 | receive串口COM3接收数据: {"data": "21.937535298825225", "index": 1}
2025-06-13 09:46:44 | INFO |p_comm | Thread-7 |  communication.communication_com : communication_com:305 | receive串口COM9接收数据: {"data": "-28.4839851434118", "index": 3}
2025-06-13 09:46:44 | INFO |p_comm | Thread-5 |  communication.communication_com : communication_com:305 | receive串口COM7接收数据: {"data": "-83.79740876263541", "index": 2}
2025-06-13 09:46:44 | INFO |p_comm | Thread-1 |  communication.communication_com : communication_com:305 | receive串口COM2接收数据: {"data": "-59.58827647618272", "index": 0}
2025-06-13 09:46:44 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM17/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:44 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "78.79380045743227", "index": 6}
2025-06-13 09:46:44 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM15/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:46:44 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-9.110238263821373", "index": 5}
2025-06-13 09:46:44 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM13/2025/24week/5.txt' 成功创建或写入。
